
These predictions were generated by SeaState on 29-Aug-2025 at 12:34:22.




      Time       Wave1Elev       Wave2Elev       Wave3Elev       Wave4Elev       Wave5Elev         FVel1xi         FVel2xi         FVel3xi         FVel4xi         FVel5xi         FAcc1xi         FAcc2xi         FAcc3xi         FAcc4xi         FAcc5xi          FDynP1          FDynP2          FDynP3          FDynP4          FDynP5
   (sec)             (m)             (m)             (m)             (m)             (m)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)         (m/s^2)         (m/s^2)         (m/s^2)         (m/s^2)         (m/s^2)            (Pa)            (Pa)            (Pa)            (Pa)            (Pa)
  224.6000   0.5419298E+00   0.9537423E+00  -0.4955100E+00  -0.5005420E+00   0.1809579E+00  -0.3328807E+00   0.8516812E-01  -0.1129901E+01  -0.2101412E+01  -0.1021625E+01  -0.1882754E-01  -0.1025818E+00  -0.1359544E+01   0.1229779E+01   0.1046736E+01   0.5176523E+04   0.9202117E+04  -0.5138676E+04  -0.4356242E+04   0.2052129E+04
  224.8000   0.3420136E+00   0.1114738E+01  -0.7111756E+00  -0.3770038E+00   0.3408266E+00  -0.4259689E+00   0.1267079E+00  -0.1379444E+01  -0.1865006E+01  -0.7962397E+00  -0.3951353E+00  -0.2741008E+00  -0.1647985E+01   0.2104112E+01   0.1801026E+01   0.3117852E+04   0.1090490E+05  -0.7222829E+04  -0.3257522E+04   0.3553285E+04
  225.0000   0.1101988E+00   0.1237393E+01  -0.9302204E+00  -0.2002183E+00   0.5040867E+00  -0.5840379E+00   0.1409894E+00  -0.1664995E+01  -0.1520099E+01  -0.5115688E+00  -0.9153994E+00  -0.2072702E+00  -0.1823069E+01   0.2670800E+01   0.2308242E+01   0.7812711E+03   0.1221704E+05  -0.9312454E+04  -0.1691268E+04   0.5016756E+04
  225.2000  -0.1519724E+00   0.1327502E+01  -0.1140593E+01   0.9688924E-02   0.6544440E+00  -0.8173476E+00   0.1531262E+00  -0.1968732E+01  -0.1111895E+01  -0.2076956E+00  -0.1494489E+01   0.2541284E-01  -0.1860551E+01   0.2860725E+01   0.2409611E+01  -0.1805573E+04   0.1317379E+05  -0.1129494E+05   0.1727899E+03   0.6310623E+04
  225.4000  -0.4378831E+00   0.1389101E+01  -0.1328134E+01   0.2288641E+00   0.7728358E+00  -0.1123521E+01   0.1787784E+00  -0.2268562E+01  -0.6922383E+00   0.6301171E-01  -0.2027735E+01   0.3164805E+00  -0.1751221E+01   0.2670836E+01   0.2033275E+01  -0.4573498E+04   0.1380221E+05  -0.1303840E+05   0.2130922E+04   0.7287398E+04
  225.6000  -0.7357078E+00   0.1423202E+01  -0.1477652E+01   0.4330426E+00   0.8411491E+00  -0.1486564E+01   0.2209093E+00  -0.2539979E+01  -0.3113384E+00   0.2471168E+00  -0.2410320E+01   0.5494463E+00  -0.1497984E+01   0.2159953E+01   0.1213441E+01  -0.7411417E+04   0.1411105E+05  -0.1440154E+05   0.3972375E+04   0.7811562E+04
  225.8000  -0.1029215E+01   0.1427539E+01  -0.1574162E+01   0.6006904E+00   0.8460978E+00  -0.1878360E+01   0.2696632E+00  -0.2757950E+01  -0.1041570E-01   0.3020820E+00  -0.2557202E+01   0.6257068E+00  -0.1112063E+01   0.1433103E+01   0.8557025E-01  -0.1017342E+05   0.1408791E+05  -0.1524546E+05   0.5505581E+04   0.7788039E+04
  226.0000  -0.1299406E+01   0.1397324E+01  -0.1604233E+01   0.7154788E+00   0.7823952E+00  -0.2262443E+01   0.3052713E+00  -0.2898761E+01   0.1834770E+00   0.2062747E+00  -0.2419650E+01   0.4865925E+00  -0.6099908E+00   0.6182269E+00  -0.1141441E+01  -0.1269252E+05   0.1370414E+05  -0.1544665E+05   0.6579585E+04   0.7185150E+04
  226.2000  -0.1526753E+01   0.1326804E+01  -0.1557329E+01   0.7677541E+00   0.6544700E+00  -0.2599389E+01   0.3032447E+00  -0.2941838E+01   0.2597093E+00  -0.3527894E-01  -0.1995115E+01   0.1259924E+00  -0.1248321E-01  -0.1595399E+00  -0.2229920E+01  -0.1479905E+05   0.1292584E+05  -0.1491022E+05   0.7097892E+04   0.6046695E+04
  226.4000  -0.1693654E+01   0.1211250E+01  -0.1427091E+01   0.7548835E+00   0.4763086E+00  -0.2852864E+01   0.2406502E+00  -0.2871609E+01   0.2232839E+00  -0.3907472E+00  -0.1328468E+01  -0.4088394E+00   0.6544887E+00  -0.8006200E+00  -0.2964917E+01  -0.1634083E+05   0.1172826E+05  -0.1358209E+05   0.7023468E+04   0.4489983E+04
  226.6000  -0.1786716E+01   0.1048881E+01  -0.1212431E+01   0.6805678E+00   0.2693927E+00  -0.2995253E+01   0.1020705E+00  -0.2679389E+01   0.9148876E-01  -0.8070582E+00  -0.5043669E+00  -0.1028087E+01   0.1357133E+01  -0.1246339E+01  -0.3201038E+01  -0.1720188E+05   0.1011012E+05  -0.1145919E+05   0.6375314E+04   0.2689717E+04
  226.8000  -0.1798481E+01   0.8423135E+00  -0.9183283E+00   0.5533935E+00   0.5912944E-01  -0.3011857E+01  -0.1160470E+00  -0.2365186E+01  -0.1110566E+00  -0.1220015E+01   0.3677371E+00  -0.1619104E+01   0.2051220E+01  -0.1484254E+01  -0.2894145E+01  -0.1731663E+05   0.8104277E+04  -0.8596176E+04   0.5218463E+04   0.8506517E+03
  227.0000  -0.1728320E+01   0.5991528E+00  -0.5561860E+00   0.3850005E+00  -0.1295083E+00  -0.2902937E+01  -0.4035609E+00  -0.1939177E+01  -0.3577836E+00  -0.1566797E+01   0.1172960E+01  -0.2070601E+01   0.2681211E+01  -0.1543201E+01  -0.2110860E+01  -0.1667749E+05   0.5782344E+04  -0.5107652E+04   0.3650137E+04  -0.8256306E+03
  227.2000  -0.1582357E+01   0.3316176E+00  -0.1436272E+00   0.1882633E+00  -0.2762410E+00  -0.2683278E+01  -0.7376947E+00  -0.1422481E+01  -0.6248344E+00  -0.1798142E+01   0.1810946E+01  -0.2296002E+01   0.3182697E+01  -0.1479985E+01  -0.1013822E+01  -0.1533464E+05   0.3251651E+04  -0.1164763E+04   0.1785112E+04  -0.2173225E+04
  227.4000  -0.1372478E+01   0.5521496E-01   0.2963750E+00  -0.2418534E-01  -0.3687709E+00  -0.2379427E+01  -0.1086727E+01  -0.8468322E+00  -0.8941278E+00  -0.1887617E+01   0.2212560E+01  -0.2251101E+01   0.3488901E+01  -0.1361381E+01   0.1739201E+00  -0.1338830E+05   0.6450902E+03   0.3014334E+04  -0.2570921E+03  -0.3087217E+04
  227.6000  -0.1114599E+01  -0.2132687E+00   0.7370539E+00  -0.2408784E+00  -0.4044490E+00  -0.2025165E+01  -0.1415519E+01  -0.2528188E+00  -0.1154402E+01  -0.1836002E+01   0.2350230E+01  -0.1942505E+01   0.3540862E+01  -0.1245869E+01   0.1217339E+01  -0.1097491E+05  -0.1894501E+04   0.7179945E+04  -0.2361408E+04  -0.3536945E+04
  227.8000  -0.8265181E+00  -0.4580759E+00   0.1150021E+01  -0.4518412E+00  -0.3900214E+00  -0.1656086E+01  -0.1691733E+01   0.3134261E+00  -0.1400298E+01  -0.1669940E+01   0.2240185E+01  -0.1425440E+01   0.3299656E+01  -0.1169329E+01   0.1919826E+01  -0.8249646E+04  -0.4232475E+04   0.1107129E+05  -0.4422120E+04  -0.3564906E+04
  228.0000  -0.5257141E+00  -0.6666459E+00   0.1507868E+01  -0.6484231E+00  -0.3395686E+00  -0.1304267E+01  -0.1891486E+01   0.8049207E+00  -0.1630007E+01  -0.1435256E+01   0.1936495E+01  -0.7917800E+00   0.2758023E+01  -0.1137744E+01   0.2164328E+01  -0.5368248E+04  -0.6259608E+04   0.1443997E+05  -0.6344017E+04  -0.3272086E+04
  228.2000  -0.2274323E+00  -0.8312297E+00   0.1786901E+01  -0.8228410E+00  -0.2711368E+00  -0.9939677E+00  -0.2003323E+01   0.1179405E+01  -0.1842277E+01  -0.1186519E+01   0.1518503E+01  -0.1511484E+00   0.1948368E+01  -0.1128180E+01   0.1936172E+01  -0.2470780E+04  -0.7905228E+04   0.1707383E+05  -0.8041103E+04  -0.2793297E+04
  228.4000   0.5664622E-01  -0.9496560E+00   0.1969655E+01  -0.9676974E+00  -0.2028223E+00  -0.7390113E+00  -0.2029788E+01   0.1404992E+01  -0.2033695E+01  -0.9752172E+00   0.1074417E+01   0.3907532E+00   0.9444278E+00  -0.1097327E+01   0.1322767E+01   0.3301978E+03  -0.9143813E+04   0.1881804E+05  -0.9434587E+04  -0.2268062E+04
  228.6000   0.3190141E+00  -0.1025124E+01   0.2046785E+01  -0.1075709E+01  -0.1491635E+00  -0.5421976E+00  -0.1986359E+01   0.1464924E+01  -0.2196985E+01  -0.8391813E+00   0.6845282E+00   0.7520834E+00  -0.1450291E+00  -0.9951611E+00   0.4905930E+00   0.2955773E+04  -0.9993953E+04   0.1959030E+05  -0.1045197E+05  -0.1813366E+04
  228.8000   0.5561928E+00  -0.1065088E+01   0.2018024E+01  -0.1139802E+01  -0.1185958E+00  -0.3966453E+00  -0.1898036E+01   0.1360475E+01  -0.2320827E+01  -0.7955369E+00   0.4073435E+00   0.8891594E+00  -0.1190419E+01  -0.7801961E+00  -0.3549375E+00   0.5360776E+04  -0.1051000E+05   0.1938773E+05  -0.1102830E+05  -0.1503819E+04
  229.0000   0.7679557E+00  -0.1079456E+01   0.1891978E+01  -0.1153623E+01  -0.1124527E+00  -0.2886503E+00  -0.1794323E+01   0.1111276E+01  -0.2391222E+01  -0.8386286E+00   0.2711491E+00   0.8025811E+00  -0.2061597E+01  -0.4325558E+00  -0.1017339E+01   0.7528531E+04  -0.1076805E+05   0.1828396E+05  -0.1111015E+05  -0.1362922E+04
  229.2000   0.9561245E+00  -0.1078465E+01   0.1684738E+01  -0.1112376E+01  -0.1256420E+00  -0.2013814E+00  -0.1703617E+01   0.7527263E+00  -0.2394114E+01  -0.9431940E+00   0.2722173E+00   0.5344888E+00  -0.2650605E+01   0.3824243E-01  -0.1353597E+01   0.9461834E+04  -0.1084904E+05   0.1641659E+05  -0.1066156E+05  -0.1366500E+04
  229.4000   0.1123200E+01  -0.1070627E+01   0.1417484E+01  -0.1013803E+01  -0.1487273E+00  -0.1186627E+00  -0.1648058E+01   0.3307244E+00  -0.2318611E+01  -0.1071852E+01   0.3794041E+00   0.1580716E+00  -0.2892384E+01   0.5925854E+00  -0.1305234E+01   0.1117207E+05  -0.1082195E+05   0.1396660E+05  -0.9671071E+04  -0.1456488E+04
  229.6000   0.1271082E+01  -0.1061097E+01   0.1113433E+01  -0.8590828E+00  -0.1708453E+00  -0.2815134E-01  -0.1639780E+01  -0.1055288E+00  -0.2160023E+01  -0.1185015E+01   0.5435594E+00  -0.2380378E+00  -0.2778862E+01   0.1167227E+01  -0.9089571E+00   0.1266858E+05  -0.1073017E+05   0.1113297E+05  -0.8157816E+04  -0.1561097E+04
  229.8000   0.1400094E+01  -0.1050765E+01   0.7946390E+00  -0.6534001E+00  -0.1827115E+00   0.7657408E-01  -0.1679141E+01  -0.5114341E+00  -0.1921995E+01  -0.1250804E+01   0.7092839E+00  -0.5670609E+00  -0.2362831E+01   0.1687328E+01  -0.2847342E+00   0.1394996E+05  -0.1058337E+05   0.8106588E+04  -0.6175258E+04  -0.1616006E+04
  230.0000   0.1508425E+01  -0.1036174E+01   0.4791914E+00  -0.4060181E+00  -0.1789838E+00   0.1952238E+00  -0.1755129E+01  -0.8541508E+00  -0.1617172E+01  -0.1252613E+01   0.8262817E+00  -0.7595662E+00  -0.1749931E+01   0.2081277E+01   0.3955711E+00   0.1499863E+05  -0.1035603E+05   0.5047839E+04  -0.3811102E+04  -0.1581378E+04
  230.2000   0.1592049E+01  -0.1010253E+01   0.1793180E+00  -0.1297745E+00  -0.1594288E+00   0.3212340E+00  -0.1847735E+01  -0.1117608E+01  -0.1266225E+01  -0.1192565E+01   0.8579304E+00  -0.7743598E+00  -0.1079491E+01   0.2294900E+01   0.9513897E+00   0.1577898E+05  -0.9992741E+04   0.2071626E+04  -0.1182879E+04  -0.1450678E+04
  230.4000   0.1645045E+01  -0.9637041E+00  -0.9927280E-01   0.1599553E+00  -0.1286543E+00   0.4431311E+00  -0.1931714E+01  -0.1304296E+01  -0.8953665E+00  -0.1090134E+01   0.7855718E+00  -0.6031649E+00  -0.4974870E+00   0.2301937E+01   0.1238104E+01   0.1623929E+05  -0.9419031E+04  -0.7575334E+03   0.1570573E+04  -0.1249541E+04
  230.6000   0.1660256E+01  -0.8867747E+00  -0.3566943E+00   0.4466815E+00  -0.9452709E-01   0.5463953E+00  -0.1980994E+01  -0.1433382E+01  -0.5328596E+00  -0.9763560E+00   0.6081825E+00  -0.2688895E+00  -0.1267918E+00   0.2108577E+01   0.1182518E+01   0.1631657E+05  -0.8555848E+04  -0.3419824E+04   0.4300688E+04  -0.1025496E+04
  230.8000   0.1630120E+01  -0.7711031E+00  -0.5969798E+00   0.7143810E+00  -0.6573174E-01   0.6153968E+00  -0.1972929E+01  -0.1535379E+01  -0.2052018E+00  -0.8851532E+00   0.3382843E+00   0.1813930E+00  -0.4085353E-01   0.1751249E+01   0.8006822E+00   0.1594360E+05  -0.7335079E+04  -0.5925206E+04   0.6862072E+04  -0.8316838E+03
  231.0000   0.1547578E+01  -0.6113455E+00  -0.8253838E+00   0.9489837E+00  -0.4912724E-01   0.6350655E+00  -0.1891723E+01  -0.1644372E+01   0.6628799E-01  -0.8439627E+00  -0.4211150E-02   0.6867344E+00  -0.2465918E+00   0.1288410E+01   0.1937875E+00   0.1505720E+05  -0.5713679E+04  -0.8292645E+04   0.9124867E+04  -0.7092192E+03
  231.2000   0.1406968E+01  -0.4063417E+00  -0.1045463E+01   0.1139534E+01  -0.4762166E-01   0.5921445E+00  -0.1730549E+01  -0.1789319E+01   0.2678463E+00  -0.8660651E+00  -0.3981287E+00   0.1183438E+01  -0.6806540E+00   0.7883425E+00  -0.4769544E+00   0.1360680E+05  -0.3684279E+04  -0.1052806E+05   0.1098475E+05  -0.6731600E+03
  231.4000   0.1204829E+01  -0.1596816E+00  -0.1256580E+01   0.1278869E+01  -0.5914006E-01   0.4760338E+00  -0.1492211E+01  -0.1986223E+01   0.3942238E+00  -0.9465711E+00  -0.8252348E+00   0.1614803E+01  -0.1220556E+01   0.3157875E+00  -0.1030515E+01   0.1156287E+05  -0.1280890E+04  -0.1260600E+05   0.1236930E+05  -0.7061201E+03
  231.6000   0.9406115E+00   0.1203721E+00  -0.1452413E+01   0.1363745E+01  -0.7699532E-01   0.2794003E+00  -0.1188413E+01  -0.2232910E+01   0.4481540E+00  -0.1063159E+01  -0.1271337E+01   0.1937874E+01  -0.1709076E+01  -0.7967016E-01  -0.1311764E+01   0.8924355E+04   0.1420876E+04  -0.1445943E+05   0.1323997E+05  -0.7615524E+03
  231.8000   0.6172801E+00   0.4215372E+00  -0.1620865E+01   0.1394456E+01  -0.9160555E-01  -0.1234230E-02  -0.8379595E+00  -0.2507607E+01   0.4385583E+00  -0.1181484E+01  -0.1724119E+01   0.2126525E+01  -0.1987370E+01  -0.3710895E+00  -0.1231669E+01   0.5725037E+04   0.4308745E+04  -0.1598051E+05   0.1359005E+05  -0.7761879E+03
  232.0000   0.2417824E+00   0.7286072E+00  -0.1745474E+01   0.1374071E+01  -0.9315185E-01  -0.3647356E+00  -0.4643001E+00  -0.2771866E+01   0.3779624E+00  -0.1264019E+01  -0.2168622E+01   0.2171081E+01  -0.1930139E+01  -0.5562354E+00  -0.7921385E+00   0.2038155E+04   0.7242917E+04  -0.1703283E+05   0.1343924E+05  -0.6886253E+03
  232.2000  -0.1746464E+00   0.1024809E+01  -0.1808125E+01   0.1307478E+01  -0.7451046E-01  -0.8043828E+00  -0.9288231E-01  -0.2977399E+01   0.2797031E+00  -0.1280197E+01  -0.2582085E+01   0.2075432E+01  -0.1475432E+01  -0.6541970E+00  -0.8911982E-01  -0.2021185E+04   0.1006794E+05  -0.1747344E+05   0.1282634E+05  -0.4592577E+03
  232.4000  -0.6164196E+00   0.1293242E+01  -0.1792574E+01   0.1200421E+01  -0.3368262E-01  -0.1306796E+01   0.2513241E+00  -0.3075606E+01   0.1555100E+00  -0.1215330E+01  -0.2930274E+01   0.1852958E+01  -0.6424518E+00  -0.6977942E+00   0.7073783E+00  -0.6296522E+04   0.1262578E+05  -0.1718058E+05   0.1180142E+05  -0.8608650E+02
  232.6000  -0.1063873E+01   0.1518226E+01  -0.1688085E+01   0.1058712E+01   0.2495844E-01  -0.1851067E+01   0.5458574E+00  -0.3027930E+01   0.1388253E-01  -0.1075987E+01  -0.3167148E+01   0.1522566E+01   0.4669704E+00  -0.7238516E+00   0.1392214E+01  -0.1059418E+05   0.1476847E+05  -0.1608161E+05   0.1041897E+05   0.3883463E+03
  232.8000  -0.1493973E+01   0.1686444E+01  -0.1492426E+01   0.8877293E+00   0.9103058E-01  -0.2408503E+01   0.7722313E+00  -0.2814899E+01  -0.1405129E+00  -0.8902806E+00  -0.3238968E+01   0.1105792E+01   0.1684318E+01  -0.7637529E+00   0.1774292E+01  -0.1469161E+05   0.1636918E+05  -0.1417540E+05   0.8732915E+04   0.8816817E+03
  233.0000  -0.1881535E+01   0.1787801E+01  -0.1213555E+01   0.6922297E+00   0.1501684E+00  -0.2943402E+01   0.9168408E+00  -0.2441924E+01  -0.3064592E+00  -0.7026805E+00  -0.3092814E+01   0.6253788E+00   0.2805129E+01  -0.8364342E+00   0.1724631E+01  -0.1835027E+05   0.1733091E+05  -0.1154404E+05   0.6794067E+04   0.1288156E+04
  233.2000  -0.2200942E+01   0.1815972E+01  -0.8695757E+00   0.4764606E+00   0.1873423E+00  -0.3415154E+01   0.9713945E+00  -0.1940479E+01  -0.4850503E+00  -0.5642654E+00  -0.2688192E+01   0.1051707E+00   0.3628687E+01  -0.9451967E+00   0.1211867E+01  -0.2133250E+05   0.1759218E+05  -0.8350791E+04   0.4649934E+04   0.1503765E+04
  233.4000  -0.2428303E+01   0.1768656E+01  -0.4868398E+00   0.2444692E+00   0.1907718E+00  -0.3781741E+01   0.9329914E+00  -0.1364206E+01  -0.6781830E+00  -0.5204820E+00  -0.2009384E+01  -0.4292957E+00   0.3998708E+01  -0.1078708E+01   0.3163571E+00  -0.2342166E+05   0.1712990E+05  -0.4823637E+04   0.2346349E+04   0.1454795E+04
  233.6000  -0.2543842E+01   0.1647554E+01  -0.9647761E-01   0.5028890E-03   0.1555158E+00  -0.4004378E+01   0.8039528E+00  -0.7805051E+00  -0.8870626E+00  -0.5991614E+00  -0.1075611E+01  -0.9502896E+00   0.3836554E+01  -0.1215484E+01  -0.7813104E+00  -0.2444333E+05   0.1595951E+05  -0.1226778E+04  -0.6983476E+02   0.1122998E+04
  233.8000  -0.2534246E+01   0.1458130E+01   0.2700666E+00  -0.2506160E+00   0.8585051E-01  -0.4052743E+01   0.5914826E+00  -0.2591108E+00  -0.1111067E+01  -0.8016490E+00   0.5382340E-01  -0.1428191E+01   0.3159811E+01  -0.1330364E+01  -0.1835809E+01  -0.2428536E+05   0.1413273E+05   0.2175261E+04  -0.2547823E+04   0.5608964E+03
  234.0000  -0.2394645E+01   0.1209190E+01   0.5856815E+00  -0.5032269E+00  -0.4266439E-02  -0.3909987E+01   0.3071746E+00   0.1401687E+00  -0.1347157E+01  -0.1099333E+01   0.1281449E+01  -0.1833009E+01   0.2081917E+01  -0.1401073E+01  -0.2589435E+01  -0.2291391E+05   0.1173343E+05   0.5154516E+04  -0.5030552E+04  -0.1076254E+03
  234.2000  -0.2129871E+01   0.9123133E+00   0.8315544E+00  -0.7507319E+00  -0.9293270E-01  -0.3576616E+01  -0.3364367E-01   0.3781449E+00  -0.1589867E+01  -0.1436753E+01   0.2481336E+01  -0.2137073E+01   0.7923540E+00  -0.1413161E+01  -0.2830135E+01  -0.2038278E+05   0.8872029E+04   0.7550722E+04  -0.7453397E+04  -0.7032845E+03
  234.4000  -0.1754724E+01   0.5811643E+00   0.9996941E+00  -0.9856633E+00  -0.1540767E+00  -0.3072379E+01  -0.4127604E+00   0.4432267E+00  -0.1831734E+01  -0.1741043E+01   0.3515656E+01  -0.2318419E+01  -0.4790073E+00  -0.1362125E+01  -0.2442362E+01  -0.1683393E+05   0.5678816E+04   0.9290883E+04  -0.9744237E+04  -0.1022239E+04
  234.6000  -0.1293077E+01   0.2307338E+00   0.1093518E+01  -0.1199895E+01  -0.1626167E+00  -0.2435575E+01  -0.8101307E+00   0.3532192E+00  -0.2063979E+01  -0.1936038E+01   0.4255630E+01  -0.2364145E+01  -0.1506464E+01  -0.1252428E+01  -0.1439115E+01  -0.1248814E+05   0.2296542E+04   0.1039354E+05  -0.1182482E+05  -0.8766162E+03
  234.8000  -0.7758362E+00  -0.1234889E+00   0.1126390E+01  -0.1384957E+01  -0.1000210E+00  -0.1719585E+01  -0.1205114E+01   0.1515155E+00  -0.2277181E+01  -0.1958269E+01   0.4603202E+01  -0.2272866E+01  -0.2112957E+01  -0.1093997E+01   0.3263219E-01  -0.7626161E+04  -0.1127413E+04   0.1095696E+05  -0.1361332E+05  -0.1370452E+03
  235.0000  -0.2379270E+00  -0.4663539E+00   0.1118364E+01  -0.1532403E+01   0.4088547E-01  -0.9868920E+00  -0.1577819E+01  -0.1016479E+00  -0.2461791E+01  -0.1771505E+01   0.4509328E+01  -0.2055637E+01  -0.2205362E+01  -0.8975056E+00   0.1715281E+01  -0.2562142E+04  -0.4448877E+04   0.1113344E+05  -0.1502776E+05   0.1231503E+04
  235.2000   0.2853162E+00  -0.7838656E+00   0.1091793E+01  -0.1634217E+01   0.2529235E+00  -0.3013809E+00  -0.1910463E+01  -0.3411817E+00  -0.2608411E+01  -0.1376698E+01   0.3985120E+01  -0.1734994E+01  -0.1793218E+01  -0.6700485E+00   0.3288642E+01   0.2387580E+04  -0.7534420E+04   0.1109474E+05  -0.1599016E+05   0.3148557E+04
  235.4000   0.7618870E+00  -0.1063921E+01   0.1066630E+01  -0.1683230E+01   0.5141207E+00   0.2799686E+00  -0.2188596E+01  -0.5100253E+00  -0.2707904E+01  -0.8149943E+00   0.3103233E+01  -0.1342227E+01  -0.9868634E+00  -0.4126862E+00   0.4433077E+01   0.6936229E+04  -0.1026814E+05   0.1099538E+05  -0.1643111E+05   0.5417109E+04
  235.6000   0.1166427E+01  -0.1296920E+01   0.1056359E+01  -0.1673568E+01   0.7900881E+00   0.7146692E+00  -0.2402067E+01  -0.5703665E+00  -0.2751486E+01  -0.1628980E+00   0.1988634E+01  -0.9133844E+00   0.2484649E-01  -0.1207699E+00   0.4894757E+01   0.1085448E+05  -0.1255725E+05   0.1094071E+05  -0.1629478E+05   0.7744423E+04
  235.8000   0.1482640E+01  -0.1476191E+01   0.1065342E+01  -0.1601126E+01   0.1038917E+01   0.9803200E+00  -0.2545627E+01  -0.5109591E+00  -0.2731000E+01   0.4797803E+00   0.7998971E+00  -0.4847601E+00   0.1012814E+01   0.2128917E+00   0.4539247E+01   0.1399059E+05  -0.1433602E+05   0.1096629E+05  -0.1554396E+05   0.9782179E+04
  236.0000   0.1704424E+01  -0.1598205E+01   0.1088097E+01  -0.1464074E+01   0.1217787E+01   0.1077210E+01  -0.2619082E+01  -0.3490811E+00  -0.2639514E+01   0.1007003E+01  -0.2959957E+00  -0.8868138E-01   0.1754227E+01   0.5928215E+00   0.3382001E+01   0.1627963E+05  -0.1556782E+05   0.1103214E+05  -0.1416510E+05   0.1117952E+05
  236.2000   0.1835542E+01  -0.1662533E+01   0.1110638E+01  -0.1263348E+01   0.1290107E+01   0.1027417E+01  -0.2626995E+01  -0.1267542E+00  -0.2472319E+01   0.1325374E+01  -0.1150990E+01   0.2497243E+00   0.2077816E+01   0.1015114E+01   0.1589036E+01   0.1774074E+05  -0.1624483E+05   0.1103303E+05  -0.1217278E+05   0.1163987E+05
  236.4000   0.1887893E+01  -0.1671564E+01   0.1113596E+01  -0.1003095E+01   0.1231878E+01   0.8704716E+00  -0.2577944E+01   0.9800398E-01  -0.2228214E+01   0.1371143E+01  -0.1660587E+01   0.5144109E+00   0.1898557E+01   0.1462914E+01  -0.5526896E+00   0.1846266E+05  -0.1638549E+05   0.1082265E+05  -0.9613146E+04   0.1097129E+05
  236.6000   0.1878647E+01  -0.1629983E+01   0.1076470E+01  -0.6909574E+00   0.1036095E+01   0.6562455E+00  -0.2483426E+01   0.2631087E+00  -0.1910863E+01   0.1121998E+01  -0.1781269E+01   0.6989028E+00   0.1234722E+01   0.1904737E+01  -0.2689271E+01   0.1858008E+05  -0.1602991E+05   0.1024661E+05  -0.6565498E+04   0.9121278E+04
  236.8000   0.1826742E+01  -0.1544069E+01   0.9821800E+00  -0.3381222E+00   0.7143611E+00   0.4362281E+00  -0.2356476E+01   0.3151123E+00  -0.1529879E+01   0.6013601E+00  -0.1537491E+01   0.8056486E+00   0.2038054E+00   0.2296602E+01  -0.4467230E+01   0.1824476E+05  -0.1523340E+05   0.9177714E+04  -0.3141573E+04   0.6189696E+04
  237.0000   0.1749296E+01  -0.1420883E+01   0.8209760E+00   0.4095870E-01   0.2954150E+00   0.2546420E+00  -0.2210155E+01   0.2201259E+00  -0.1101291E+01  -0.1256488E+00  -0.1016889E+01   0.8446758E+00  -0.1001723E+01   0.2588012E+01  -0.5600436E+01   0.1759598E+05  -0.1405918E+05   0.7546504E+04   0.5181570E+03   0.2417236E+04
  237.2000   0.1658562E+01  -0.1267422E+01   0.5929603E+00   0.4292237E+00  -0.1791484E+00   0.1409008E+00  -0.2056014E+01  -0.2922083E-01  -0.6471015E+00  -0.9637194E+00  -0.3544707E+00   0.8319620E+00  -0.2153750E+01   0.2730781E+01  -0.5922949E+01   0.1673544E+05  -0.1257070E+05   0.5360964E+04   0.4251285E+04  -0.1848211E+04
  237.4000   0.1559911E+01  -0.1089860E+01   0.3087091E+00   0.8080188E+00  -0.6611543E+00   0.1046909E+00  -0.1902710E+01  -0.4121237E+00  -0.1938270E+00  -0.1804026E+01   0.2914237E+00   0.7878042E+00  -0.3034710E+01   0.2688904E+01  -0.5417198E+01   0.1571071E+05  -0.1082488E+05   0.2711631E+04   0.7883077E+04  -0.6201270E+04
  237.6000   0.1451208E+01  -0.8929764E+00  -0.1209914E-01   0.1158406E+01  -0.1102963E+01   0.1345236E+00  -0.1754917E+01  -0.8835225E+00   0.2299028E+00  -0.2542773E+01   0.7671542E+00   0.7352120E+00  -0.3481083E+01   0.2447212E+01  -0.4212186E+01   0.1450996E+05  -0.8867117E+04  -0.2387928E+03   0.1123816E+05  -0.1023592E+05
  237.8000   0.1323666E+01  -0.6798527E+00  -0.3437627E+00   0.1462619E+01  -0.1464138E+01   0.2000041E+00  -0.1612707E+01  -0.1382724E+01   0.5963755E+00  -0.3098014E+01   0.9508645E+00   0.6981612E+00  -0.3415275E+01   0.2016678E+01  -0.2552748E+01   0.1306898E+05  -0.6728852E+04  -0.3279182E+04   0.1415308E+05  -0.1359951E+05
  238.0000   0.1164050E+01  -0.4519274E+00  -0.6587197E+00   0.1705487E+01  -0.1716517E+01   0.2574461E+00  -0.1471544E+01  -0.1844915E+01   0.8819683E+00  -0.3421608E+01   0.7739291E+00   0.6994182E+00  -0.2859503E+01   0.1434860E+01  -0.7469252E+00   0.1128919E+05  -0.4428392E+04  -0.6182311E+04   0.1648832E+05  -0.1603493E+05
  238.2000   0.9578499E+00  -0.2094147E+00  -0.9319658E+00   0.1875625E+01  -0.1846885E+01   0.2578827E+00  -0.1322983E+01  -0.2213220E+01   0.1069915E+01  -0.3504242E+01   0.2331269E+00   0.7577209E+00  -0.1929085E+01   0.7610184E+00   0.8970475E+00   0.9063742E+04  -0.1974981E+04  -0.8739463E+04   0.1813817E+05  -0.1740450E+05
