
These predictions were generated by SeaState on 29-Aug-2025 at 12:34:22.




      Time       Wave1Elev       Wave2Elev       Wave3Elev       Wave4Elev       Wave5Elev         FVel1xi         FVel2xi         FVel3xi         FVel4xi         FVel5xi         FAcc1xi         FAcc2xi         FAcc3xi         FAcc4xi         FAcc5xi          FDynP1          FDynP2          FDynP3          FDynP4          FDynP5
   (sec)             (m)             (m)             (m)             (m)             (m)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)         (m/s^2)         (m/s^2)         (m/s^2)         (m/s^2)         (m/s^2)            (Pa)            (Pa)            (Pa)            (Pa)            (Pa)
  143.8000  -0.5078073E+00   0.6411283E+00  -0.2658029E+00  -0.6923338E+00   0.1857084E+00  -0.1276459E+01  -0.1566740E+00  -0.1578475E+01  -0.1557209E+01  -0.7448657E+00  -0.3070705E+00   0.4540265E+00   0.3454584E+01  -0.8904242E+00   0.2371469E-01  -0.5178603E+04   0.5993166E+04  -0.2364707E+04  -0.6827844E+04   0.1740749E+04
  144.0000  -0.5587819E+00   0.6066717E+00   0.1415363E+00  -0.7079031E+00   0.1270252E+00  -0.1323454E+01  -0.1515093E+00  -0.9970154E+00  -0.1644965E+01  -0.7660284E+00  -0.6332343E+00  -0.2042718E+00   0.3672859E+01  -0.7011378E+00  -0.2120420E+00  -0.5666325E+04   0.5628552E+04   0.1450894E+04  -0.6896339E+04   0.1147338E+04
  144.2000  -0.6101357E+00   0.5256817E+00   0.5515408E+00  -0.7003778E+00   0.5614429E-01  -0.1400158E+01  -0.2434387E+00  -0.4109445E+00  -0.1695414E+01  -0.8140025E+00  -0.8170490E+00  -0.8640804E+00   0.3548334E+01  -0.3313996E+00  -0.4289754E+00  -0.6128861E+04   0.4859634E+04   0.5293591E+04  -0.6758251E+04   0.4506109E+03
  144.4000  -0.6580200E+00   0.4029113E+00   0.9351818E+00  -0.6647574E+00  -0.2562121E-01  -0.1492121E+01  -0.4236103E+00   0.1285739E+00  -0.1691567E+01  -0.8850455E+00  -0.8212069E+00  -0.1429030E+01   0.3097557E+01   0.1482671E+00  -0.5859971E+00  -0.6542702E+04   0.3729131E+04   0.8900979E+04  -0.6378345E+04  -0.3406044E+03
  144.6000  -0.6971374E+00   0.2486961E+00   0.1266434E+01  -0.5995736E+00  -0.1156830E+00  -0.1582033E+01  -0.6704345E+00   0.5767360E+00  -0.1626422E+01  -0.9719879E+00  -0.6561254E+00  -0.1812628E+01   0.2377796E+01   0.6429980E+00  -0.6583309E+00  -0.6871078E+04   0.2327131E+04   0.1203661E+05  -0.5748377E+04  -0.1207487E+04
  144.8000  -0.7219786E+00   0.7756171E-01   0.1524752E+01  -0.5074337E+00  -0.2107196E+00  -0.1654257E+01  -0.9524326E+00   0.9002184E+00  -0.1504603E+01  -0.1066239E+01  -0.3737241E+00  -0.1952742E+01   0.1479620E+01   0.1054013E+01  -0.6430138E+00  -0.7072019E+04   0.7787175E+03   0.1451153E+05  -0.4891207E+04  -0.2124723E+04
  145.0000  -0.7278895E+00  -0.9381563E-01   0.1696788E+01  -0.3947227E+00  -0.3072797E+00  -0.1698335E+01  -0.1232730E+01   0.1080662E+01  -0.1341541E+01  -0.1160013E+01  -0.5081487E-01  -0.1823217E+01   0.5140438E+00   0.1299737E+01  -0.5589612E+00  -0.7105815E+04  -0.7736060E+03   0.1619925E+05  -0.3858555E+04  -0.3064423E+04
  145.2000  -0.7117085E+00  -0.2490066E+00   0.1777153E+01  -0.2705282E+00  -0.4022807E+00  -0.1710606E+01  -0.1474592E+01   0.1116007E+01  -0.1160356E+01  -0.1248186E+01   0.2333956E+00  -0.1440241E+01  -0.4039337E+00   0.1333100E+01  -0.4414839E+00  -0.6940132E+04  -0.2190247E+04   0.1704262E+05  -0.2722862E+04  -0.3999304E+04
  145.4000  -0.6718690E+00  -0.3742297E+00   0.1768161E+01  -0.1450178E+00  -0.4932661E+00  -0.1693621E+01  -0.1647161E+01   0.1019482E+01  -0.9871351E+00  -0.1329292E+01   0.4197618E+00  -0.8618210E+00  -0.1172761E+01   0.1151364E+01  -0.3325016E+00  -0.6552004E+04  -0.3354516E+04   0.1705209E+05  -0.1565008E+04  -0.4904253E+04
  145.6000  -0.6080282E+00  -0.4603717E+00   0.1678648E+01  -0.2761049E-01  -0.5783510E+00  -0.1653630E+01  -0.1730454E+01   0.8164518E+00  -0.8456171E+00  -0.1405360E+01   0.4857158E+00  -0.1798785E+00  -0.1719722E+01   0.7964172E+00  -0.2687840E+00  -0.5927003E+04  -0.4189207E+04   0.1629630E+05  -0.4604173E+03  -0.5755869E+04
  145.8000  -0.5204328E+00  -0.5042906E+00   0.1522105E+01   0.7467560E-01  -0.6558757E+00  -0.1596983E+01  -0.1718746E+01   0.5396500E+00  -0.7524133E+00  -0.1480590E+01   0.4514511E+00   0.4941036E+00  -0.2011455E+01   0.3455815E+00  -0.2711278E+00  -0.5056911E+04  -0.4667021E+04   0.1488685E+05   0.5335375E+03  -0.6530184E+04
  146.0000  -0.4093173E+00  -0.5091683E+00   0.1314457E+01   0.1583589E+00  -0.7238727E+00  -0.1526590E+01  -0.1621671E+01   0.2236481E+00  -0.7137583E+00  -0.1559189E+01   0.3739856E+00   0.1047695E+01  -0.2057565E+01  -0.1050574E+00  -0.3372500E+00  -0.3937717E+04  -0.4813026E+04   0.1296015E+05   0.1386259E+04  -0.7199417E+04
  146.2000  -0.2746269E+00  -0.4838254E+00   0.1071866E+01   0.2238828E+00  -0.7795216E+00  -0.1439617E+01  -0.1462760E+01  -0.1004926E+00  -0.7244698E+00  -0.1642894E+01   0.3303935E+00   0.1387207E+01  -0.1906490E+01  -0.4611582E+00  -0.4403943E+00  -0.2569722E+04  -0.4698610E+04   0.1065923E+05   0.2097003E+04  -0.7728992E+04
  146.4000  -0.1162631E+00  -0.4410880E+00   0.8089147E+00   0.2751847E+00  -0.8187912E+00  -0.1327262E+01  -0.1275552E+01  -0.4094537E+00  -0.7693088E+00  -0.1728888E+01   0.3943297E+00   0.1454875E+01  -0.1634263E+01  -0.6500748E+00  -0.5343438E+00  -0.9608650E+03  -0.4427737E+04   0.8118601E+04   0.2691759E+04  -0.8076221E+04
  146.6000   0.6511047E-01  -0.3954619E+00   0.5374345E+00   0.3185500E+00  -0.8364356E+00  -0.1176938E+01  -0.1097870E+01  -0.6900546E+00  -0.8264289E+00  -0.1808707E+01   0.6118253E+00   0.1240218E+01  -0.1328233E+01  -0.6360080E+00  -0.5640109E+00   0.8667668E+03  -0.4117740E+04   0.5454011E+04   0.3214662E+04  -0.8191751E+04
  146.8000   0.2668487E+00  -0.3605016E+00   0.2661226E+00   0.3609937E+00  -0.8264543E+00  -0.9765051E+00  -0.9652091E+00  -0.9394456E+00  -0.8721741E+00  -0.1868614E+01   0.9827565E+00   0.7832115E+00  -0.1068871E+01  -0.4271923E+00  -0.4793827E+00   0.2868466E+04  -0.3877801E+04   0.2758449E+04   0.3715810E+04  -0.8024378E+04
  147.0000   0.4830138E+00  -0.3463254E+00   0.9165243E-03   0.4085198E+00  -0.7829969E+00  -0.7195848E+00  -0.9043894E+00  -0.1163151E+01  -0.8861994E+00  -0.1891536E+01   0.1453261E+01   0.1683405E+00  -0.9132427E+00  -0.7367952E-01  -0.2496746E+00   0.4968885E+04  -0.3788824E+04   0.1040014E+03   0.4238033E+04  -0.7528933E+04
  147.2000   0.7033806E+00  -0.3577200E+00  -0.2540367E+00   0.4646195E+00  -0.7015998E+00  -0.4105866E+00  -0.9286086E+00  -0.1371444E+01  -0.8558433E+00  -0.1860312E+01   0.1921880E+01  -0.4896991E+00  -0.8835421E+00   0.3436873E+00   0.1257151E+00   0.7057321E+04  -0.3888265E+04  -0.2451683E+04   0.4805454E+04  -0.6676164E+04
  147.4000   0.9131678E+00  -0.3931830E+00  -0.4951114E+00   0.5293213E+00  -0.5805157E+00  -0.6798515E-01  -0.1034840E+01  -0.1574859E+01  -0.7788514E+00  -0.1761673E+01   0.2258964E+01  -0.1066259E+01  -0.9630711E+00   0.7306653E+00   0.6122936E+00   0.8989083E+04  -0.4162649E+04  -0.4856563E+04   0.5416164E+04  -0.5462779E+04
  147.6000   0.1093788E+01  -0.4450941E+00  -0.7179710E+00   0.5989854E+00  -0.4218560E+00   0.2753170E+00  -0.1204102E+01  -0.1779838E+01  -0.6639026E+00  -0.1590089E+01   0.2335567E+01  -0.1449360E+01  -0.1100618E+01   0.9995871E+00   0.1143259E+01   0.1059465E+05  -0.4549271E+04  -0.7055688E+04   0.6040531E+04  -0.3919447E+04
  147.8000   0.1224704E+01  -0.5010105E+00  -0.9167046E+00   0.6668819E+00  -0.2322524E+00   0.5751334E+00  -0.1404623E+01  -0.1985463E+01  -0.5288555E+00  -0.1350619E+01   0.2055544E+01  -0.1560496E+01  -0.1222434E+01   0.1087682E+01   0.1629951E+01   0.1169690E+05  -0.4946941E+04  -0.8985425E+04   0.6625498E+04  -0.2114618E+04
  148.0000   0.1286217E+01  -0.5458713E+00  -0.1083576E+01   0.7244272E+00  -0.2281535E-01   0.7824236E+00  -0.1597394E+01  -0.2182030E+01  -0.3971108E+00  -0.1059991E+01   0.1383413E+01  -0.1369689E+01  -0.1249421E+01   0.9699045E+00   0.1978246E+01   0.1213468E+05  -0.5233981E+04  -0.1057236E+05   0.7103939E+04  -0.1525938E+03
  148.2000   0.1262782E+01  -0.5647287E+00  -0.1209497E+01   0.7628244E+00   0.1917197E+00   0.8519993E+00  -0.1743133E+01  -0.2351831E+01  -0.2928583E+00  -0.7454680E+00   0.3610517E+00  -0.9018230E+00  -0.1115983E+01   0.6636893E+00   0.2107698E+01   0.1178926E+05  -0.5290384E+04  -0.1173756E+05   0.7407200E+04   0.1834763E+04
  148.4000   0.1146233E+01  -0.5455279E+00  -0.1285171E+01   0.7747707E+00   0.3946044E+00   0.7518530E+00  -0.1809430E+01  -0.2472046E+01  -0.2362013E+00  -0.4414885E+00  -0.8914692E+00  -0.2328958E+00  -0.7865478E+00   0.2248017E+00   0.1969489E+01   0.1060899E+05  -0.5020203E+04  -0.1240582E+05   0.7478246E+04   0.3702108E+04
  148.6000   0.9382737E+00  -0.4814177E+00  -0.1302704E+01   0.7558908E+00   0.5692446E+00   0.4711566E+00  -0.1776728E+01  -0.2519204E+01  -0.2391446E+00  -0.1845434E+00  -0.2192309E+01   0.5232997E+00  -0.2661967E+00  -0.2646479E+00   0.1559259E+01   0.8627148E+04  -0.4370130E+04  -0.1251821E+05   0.7282815E+04   0.5308682E+04
  148.8000   0.6516227E+00  -0.3721795E+00  -0.1257362E+01   0.7056098E+00   0.7015776E+00   0.2508506E-01  -0.1642062E+01  -0.2474326E+01  -0.3032465E+00  -0.7139102E-02  -0.3329069E+01   0.1235723E+01   0.3970439E+00  -0.7133486E+00   0.9217924E+00   0.5968671E+04  -0.3340858E+04  -0.1204541E+05   0.6816351E+04   0.6537561E+04
  149.0000   0.3094442E+00  -0.2244914E+00  -0.1149096E+01   0.6273013E+00   0.7822513E+00  -0.5448461E+00  -0.1419790E+01  -0.2327674E+01  -0.4193667E+00   0.6803840E-01  -0.4098907E+01   0.1780103E+01   0.1118959E+01  -0.1039400E+01   0.1461176E+00   0.2843068E+04  -0.1989081E+04  -0.1099903E+05   0.6105381E+04   0.7312905E+04
  149.2000  -0.5701538E-01  -0.5097580E-01  -0.9835021E+00   0.5276881E+00   0.8081939E+00  -0.1175385E+01  -0.1139174E+01  -0.2082100E+01  -0.5695244E+00   0.3262407E-01  -0.4349430E+01   0.2061935E+01   0.1793782E+01  -0.1186522E+01  -0.6484970E+00  -0.4766215E+03  -0.4197174E+03  -0.9438230E+04   0.5203068E+04   0.7611961E+04
  149.4000  -0.4123174E+00   0.1318140E+00  -0.7719434E+00   0.4156181E+00   0.7832556E+00  -0.1790554E+01  -0.8392168E+00  -0.1754227E+01  -0.7304423E+00  -0.1052118E+00  -0.4011682E+01   0.2034113E+01   0.2313880E+01  -0.1134623E+01  -0.1333241E+01  -0.3686482E+04   0.1230334E+04  -0.7469692E+04   0.4179853E+04   0.7469408E+04
  149.6000  -0.7216519E+00   0.3060973E+00  -0.5307549E+00   0.3004624E+00   0.7177454E+00  -0.2313577E+01  -0.5616884E+00  -0.1373123E+01  -0.8780569E+00  -0.3213826E+00  -0.3117906E+01   0.1705802E+01   0.2590512E+01  -0.9027852E+00  -0.1793299E+01  -0.6491159E+04   0.2813960E+04  -0.5240380E+04   0.3110959E+04   0.6972802E+04
  149.8000  -0.9557917E+00   0.4557696E+00  -0.2795898E+00   0.1904393E+00   0.6268893E+00  -0.2679570E+01  -0.3436379E+00  -0.9766310E+00  -0.9920882E+00  -0.5793670E+00  -0.1799745E+01   0.1140777E+01   0.2571443E+01  -0.5443885E+00  -0.1949658E+01  -0.8643719E+04   0.4197158E+04  -0.2923573E+04   0.2063177E+04   0.6249427E+04
  150.0000  -0.1095304E+01   0.5689709E+00  -0.3915698E-01   0.9118421E-01   0.5284302E+00  -0.2846587E+01  -0.2107943E+00  -0.6059643E+00  -0.1059809E+01  -0.8360329E+00  -0.2665769E+00   0.4454482E+00   0.2251754E+01  -0.1357004E+00  -0.1774841E+01  -0.9979186E+04   0.5279632E+04  -0.7002012E+03   0.1083348E+04   0.5446400E+04
  150.2000  -0.1133259E+01   0.6398410E+00   0.1712957E+00   0.4822469E-02   0.4397517E+00  -0.2802844E+01  -0.1731012E+00  -0.2995613E+00  -0.1078335E+01  -0.1048823E+01   0.1232191E+01  -0.2512464E+00   0.1675600E+01   0.2394449E+00  -0.1299339E+01  -0.1043579E+05   0.6008897E+04   0.1261743E+04   0.1907144E+03   0.4707174E+04
  150.4000  -0.1075913E+01   0.6691353E+00   0.3363321E+00  -0.7029045E-01   0.3750178E+00  -0.2568652E+01  -0.2232478E+00  -0.8732181E-01  -0.1055060E+01  -0.1183029E+01   0.2453516E+01  -0.8223212E+00   0.9284957E+00   0.5056337E+00  -0.6072791E+00  -0.1006015E+05   0.6385270E+04   0.2826459E+04  -0.6255273E+03   0.4148311E+04
  150.6000  -0.9412341E+00   0.6635914E+00   0.4461315E+00  -0.1391262E+00   0.3428190E+00  -0.2192570E+01  -0.3384889E+00   0.1371507E-01  -0.1006256E+01  -0.1217832E+01   0.3206553E+01  -0.1166978E+01   0.1216986E+00   0.6093524E+00   0.1780204E+00  -0.8995264E+04   0.6456934E+04   0.3905227E+04  -0.1402983E+04   0.3840503E+04
  150.8000  -0.7555296E+00   0.6341775E+00   0.4974546E+00  -0.2089205E+00   0.3447465E+00  -0.1742474E+01  -0.4854253E+00   0.1478612E-02  -0.9541458E+00  -0.1150005E+01   0.3388626E+01  -0.1229967E+01  -0.6281285E+00   0.5275456E+00   0.9159662E+00  -0.7453587E+04   0.6306083E+04   0.4464659E+04  -0.2197696E+04   0.3797150E+04
  151.0000  -0.5487767E+00   0.5935587E+00   0.4936421E+00  -0.2876803E+00   0.3751556E+00  -0.1293177E+01  -0.6268440E+00  -0.1115742E+00  -0.9230417E+00  -0.9945624E+00   0.3003947E+01  -0.1012339E+01  -0.1219828E+01   0.2700345E+00   0.1473982E+01  -0.5679859E+04   0.6028923E+04   0.4527271E+04  -0.3072019E+04   0.3972542E+04
  151.2000  -0.3495317E+00   0.5532851E+00   0.4436835E+00  -0.3825053E+00   0.4221677E+00  -0.9130112E+00  -0.7293180E+00  -0.3012747E+00  -0.9352237E+00  -0.7822216E+00   0.2161234E+01  -0.5714548E+00  -0.1585005E+01  -0.1240608E+00   0.1751388E+01  -0.3910567E+04   0.5713471E+04   0.4164593E+04  -0.4080667E+04   0.4270077E+04
  151.4000  -0.1803484E+00   0.5212506E+00   0.3605720E+00  -0.4979932E+00   0.4697509E+00  -0.6519117E+00  -0.7700913E+00  -0.5363131E+00  -0.1007243E+01  -0.5541121E+00   0.1050697E+01  -0.1015225E-01  -0.1698228E+01  -0.5945536E+00   0.1697388E+01  -0.2337235E+04   0.5419612E+04   0.3484383E+04  -0.5257164E+04   0.4559177E+04
  151.6000  -0.5453135E-01   0.4999408E+00   0.2592560E+00  -0.6349665E+00   0.5005175E+00  -0.5333126E+00  -0.7419100E+00  -0.7836140E+00  -0.1147158E+01  -0.3546740E+00  -0.9490617E-01   0.5429729E+00  -0.1578308E+01  -0.1070958E+01   0.1319821E+01  -0.1080071E+04   0.5165438E+04   0.2614369E+04  -0.6602681E+04   0.4698045E+04
  151.8000   0.2521204E-01   0.4858223E+00   0.1545681E+00  -0.7897004E+00   0.4987595E+00  -0.5513420E+00  -0.6548280E+00  -0.1013460E+01  -0.1353027E+01  -0.2240109E+00  -0.1047114E+01   0.9585042E+00  -0.1280723E+01  -0.1483451E+01   0.6831338E+00  -0.1763523E+03   0.4922725E+04   0.1685338E+04  -0.8079024E+04   0.4558412E+04
  152.0000   0.6603675E-01   0.4700286E+00   0.5947192E-01  -0.9537576E+00   0.4531991E+00  -0.6737727E+00  -0.5345777E+00  -0.1203405E+01  -0.1612750E+01  -0.1910594E+00  -0.1626945E+01   0.1131656E+01  -0.8831261E+00  -0.1772039E+01  -0.1038864E+00   0.4149361E+03   0.4622682E+04   0.8163030E+03  -0.9606795E+04   0.4048082E+04
  152.2000   0.8236662E-01   0.4402303E+00  -0.1612207E-01  -0.1114451E+01   0.3589838E+00  -0.8500112E+00  -0.4177676E+00  -0.1340337E+01  -0.1905136E+01  -0.2687625E+00  -0.1739218E+01   0.1003403E+01  -0.4673350E+00  -0.1892668E+01  -0.9081676E+00   0.7938627E+03   0.4171097E+04   0.1036974E+03  -0.1106919E+05   0.3127443E+04
  152.4000   0.9202880E-01   0.3833566E+00  -0.6585953E-01  -0.1255882E+01   0.2185986E+00  -0.1022420E+01  -0.3447582E+00  -0.1420465E+01  -0.2201968E+01  -0.4520677E+00  -0.1389165E+01   0.5732149E+00  -0.1018672E+00  -0.1819996E+01  -0.1596315E+01   0.1090135E+04   0.3470120E+04  -0.3843791E+03  -0.1232114E+05   0.1817274E+04
  152.6000   0.1119300E+00   0.2886525E+00  -0.8680375E-01  -0.1360451E+01   0.4155102E-01  -0.1138618E+01  -0.3515467E+00  -0.1447483E+01  -0.2470753E+01  -0.7190374E+00  -0.6782157E+00  -0.9912500E-01   0.1711416E+00  -0.1547382E+01  -0.2057971E+01   0.1429802E+04   0.2442593E+04  -0.6090085E+03  -0.1320299E+05   0.1966051E+03
  152.8000   0.1541654E+00   0.1504857E+00  -0.7882407E-01  -0.1410689E+01  -0.1570883E+00  -0.1162269E+01  -0.4621851E+00  -0.1429546E+01  -0.2677880E+01  -0.1034809E+01   0.2198006E+00  -0.9031123E+00   0.3418651E+00  -0.1085186E+01  -0.2224322E+01   0.1904894E+04   0.1054183E+04  -0.5574840E+03  -0.1355740E+05  -0.1608811E+04
  153.0000   0.2233366E+00  -0.2965723E-01  -0.4376577E-01  -0.1391242E+01  -0.3590223E+00  -0.1080187E+01  -0.6831942E+00  -0.1375908E+01  -0.2791934E+01  -0.1357628E+01   0.1096782E+01  -0.1696858E+01   0.4304988E+00  -0.4586356E+00  -0.2078523E+01   0.2552082E+04  -0.6711064E+03  -0.2382846E+03  -0.1324785E+05  -0.3445327E+04
  153.2000   0.3155854E+00  -0.2424024E+00   0.1533588E-01  -0.1290832E+01  -0.5455237E+00  -0.9044403E+00  -0.1001075E+01  -0.1294132E+01  -0.2786958E+01  -0.1645852E+01   0.1754624E+01  -0.2332682E+01   0.4775823E+00   0.2938434E+00  -0.1656475E+01   0.3344377E+04  -0.2645384E+04   0.3241688E+03  -0.1217690E+05  -0.5154215E+04
  153.4000   0.4194940E+00  -0.4711461E+00   0.9477321E-01  -0.1103990E+01  -0.7002105E+00  -0.6691201E+00  -0.1383459E+01  -0.1188553E+01  -0.2645503E+01  -0.1864670E+01   0.2046356E+01  -0.2684242E+01   0.5294838E+00   0.1121557E+01  -0.1038229E+01   0.4197133E+04  -0.4722839E+04   0.1093381E+04  -0.1030221E+05  -0.6594616E+04
  153.6000   0.5186056E+00  -0.6940735E+00   0.1903130E+00  -0.8323947E+00  -0.8113400E+00  -0.4226072E+00  -0.1783769E+01  -0.1060361E+01  -0.2361250E+01  -0.1991397E+01   0.1905678E+01  -0.2670190E+01   0.6227167E+00   0.1962159E+01  -0.3319861E+00   0.4986697E+04  -0.6716626E+04   0.2022495E+04  -0.7648518E+04  -0.7662811E+04
  153.8000   0.5950103E+00  -0.8872238E+00   0.2969770E+00  -0.4856246E+00  -0.8732561E+00  -0.2170180E+00  -0.2148595E+01  -0.9092047E+00  -0.1940978E+01  -0.2018495E+01   0.1359007E+01  -0.2269921E+01   0.7710298E+00   0.2742961E+01   0.3460115E+00   0.5577426E+04  -0.8424146E+04   0.3053917E+04  -0.4313865E+04  -0.8304826E+04
  154.0000   0.6332077E+00  -0.1028083E+01   0.4086085E+00  -0.8118974E-01  -0.8867930E+00  -0.9709515E-01  -0.2426495E+01  -0.7358413E+00  -0.1405567E+01  -0.1953895E+01   0.5179393E+00  -0.1528458E+01   0.9585741E+00   0.3384165E+01   0.8918931E+00   0.5851274E+04  -0.9656481E+04   0.4117832E+04  -0.4686468E+03  -0.8520579E+04
  154.2000   0.6234520E+00  -0.1099090E+01   0.5174442E+00   0.3562726E+00  -0.8586114E+00  -0.9085280E-01  -0.2576649E+01  -0.5450184E+00  -0.7897242E+00  -0.1818727E+01  -0.4458600E+00  -0.5494954E+00   0.1141051E+01   0.3804933E+01   0.1231187E+01   0.5733654E+04  -0.1026702E+05   0.5131141E+04   0.3653136E+04  -0.8359264E+04
  154.4000   0.5638792E+00  -0.1090433E+01   0.6139467E+00   0.7966608E+00  -0.7996426E+00  -0.2038711E+00  -0.2575802E+01  -0.3477086E+00  -0.1401653E+00  -0.1642942E+01  -0.1337684E+01   0.5221776E+00   0.1254872E+01   0.3932543E+01   0.1329644E+01   0.5210266E+04  -0.1017429E+05   0.5998550E+04   0.7770465E+04  -0.7907214E+04
  154.6000   0.4610043E+00  -0.1001659E+01   0.6871126E+00   0.1206865E+01  -0.7229387E+00  -0.4183404E+00  -0.2422246E+01  -0.1618960E+00   0.4878973E+00  -0.1459735E+01  -0.1980727E+01   0.1525684E+01   0.1232439E+01   0.3713864E+01   0.1196338E+01   0.4331542E+04  -0.9375117E+04   0.6617179E+04   0.1157879E+05  -0.7270646E+04
  154.8000   0.3285075E+00  -0.8417997E+00   0.7253541E+00   0.1553837E+01  -0.6413320E+00  -0.6969487E+00  -0.2136129E+01  -0.1145088E-01   0.1035851E+01  -0.1299747E+01  -0.2252318E+01   0.2311933E+01   0.1020146E+01   0.3127355E+01   0.8790349E+00   0.3203919E+04  -0.7945608E+04   0.6885232E+04   0.1477850E+05  -0.6556413E+04
  155.0000   0.1845916E+00  -0.6280022E+00   0.7179249E+00   0.1807992E+01  -0.5653008E+00  -0.9906961E+00  -0.1756051E+01   0.7694599E-01   0.1447990E+01  -0.1186078E+01  -0.2108009E+01   0.2769283E+01   0.5949277E+00   0.2193068E+01   0.4532087E+00   0.1969983E+04  -0.6030105E+04   0.6714283E+04   0.1710545E+05  -0.5854140E+04
  155.2000   0.4847217E-01  -0.3829064E+00   0.6566932E+00   0.1946547E+01  -0.5013954E+00  -0.1248945E+01  -0.1332557E+01   0.7837834E-01   0.1678353E+01  -0.1130887E+01  -0.1588832E+01   0.2842327E+01  -0.2468231E-01   0.9779058E+00   0.7103749E-02   0.7816570E+03  -0.3819774E+04   0.6043583E+04   0.1836025E+05  -0.5222652E+04
  155.4000  -0.6326497E-01  -0.1312306E+00   0.5379574E+00   0.1956369E+01  -0.4514548E+00  -0.1429580E+01  -0.9197286E+00  -0.2508646E-01   0.1697161E+01  -0.1134068E+01  -0.8106626E+00   0.2540427E+01  -0.7759479E+00  -0.4061211E+00  -0.3742385E+00  -0.2279948E+03  -0.1524728E+04   0.4853905E+04   0.1843239E+05  -0.4682734E+04
  155.6000  -0.1396991E+00   0.1038369E+00   0.3639214E+00   0.1835915E+01  -0.4126987E+00  -0.1507191E+01  -0.5663910E+00  -0.2396180E+00   0.1495841E+01  -0.1184082E+01   0.6159592E-01   0.1934559E+01  -0.1558959E+01  -0.1811823E+01  -0.6231497E+00  -0.9686168E+03   0.6556016E+03   0.3178144E+04   0.1731571E+05  -0.4217101E+04
  155.8000  -0.1774046E+00   0.3038244E+00   0.1434759E+00   0.1595908E+01  -0.3786331E+00  -0.1477667E+01  -0.3084874E+00  -0.5563832E+00   0.1089667E+01  -0.1260685E+01   0.8492146E+00   0.1143162E+01  -0.2252426E+01  -0.3074481E+01  -0.6994379E+00  -0.1407379E+04   0.2558809E+04   0.1105912E+04   0.1511271E+05  -0.3777176E+04
  156.0000  -0.1807311E+00   0.4572113E+00  -0.1079829E+00   0.1258562E+01  -0.3405688E+00  -0.1358335E+01  -0.1639666E+00  -0.9507078E+00   0.5173338E+00  -0.1338952E+01   0.1396641E+01   0.3097602E+00  -0.2735370E+01  -0.4035054E+01  -0.5950629E+00  -0.1571970E+04   0.4078307E+04  -0.1219683E+04   0.1202620E+05  -0.3295205E+04
  156.2000  -0.1605243E+00   0.5603676E+00  -0.3698020E+00   0.8553587E+00  -0.2894613E+00  -0.1183764E+01  -0.1310156E+00  -0.1384065E+01  -0.1627975E+00  -0.1393862E+01   0.1602589E+01  -0.4233997E+00  -0.2910484E+01  -0.4565278E+01  -0.3331071E+00  -0.1541481E+04   0.5171723E+04  -0.3613741E+04   0.8338734E+04  -0.2699296E+04
  156.4000  -0.1315824E+00   0.6170945E+00  -0.6182895E+00   0.4235842E+00  -0.2177481E+00  -0.9981905E+00  -0.1898564E+00  -0.1808765E+01  -0.8794962E+00  -0.1404648E+01   0.1438958E+01  -0.9407924E+00  -0.2724382E+01  -0.4590109E+01   0.3825313E-01  -0.1427342E+04   0.5858001E+04  -0.5868789E+04   0.4381999E+04  -0.1928763E+04
  156.6000  -0.1094011E+00   0.6369201E+00  -0.8296197E+00   0.2063883E-02  -0.1208711E+00  -0.8462294E+00  -0.3076596E+00  -0.2174669E+01  -0.1557651E+01  -0.1358202E+01   0.9541082E+00  -0.1173431E+01  -0.2180461E+01  -0.4103033E+01   0.4553209E+00  -0.1348373E+04   0.6204395E+04  -0.7779179E+04   0.4997931E+03  -0.9471119E+03
  156.8000  -0.1068840E+00   0.6325245E+00  -0.9829862E+00  -0.3733413E+00   0.1753072E-02  -0.7637898E+00  -0.4455680E+00  -0.2436818E+01  -0.2128175E+01  -0.1251050E+01   0.2603327E+00  -0.1109527E+01  -0.1341466E+01  -0.3170678E+01   0.8501045E+00  -0.1405176E+04   0.6306242E+04  -0.9167062E+04  -0.2990383E+04   0.2494247E+03
  157.0000  -0.1316798E+00   0.6168122E+00  -0.1063491E+01  -0.6738334E+00   0.1464540E+00  -0.7710458E+00  -0.5664610E+00  -0.2562607E+01  -0.2537276E+01  -0.1089662E+01  -0.4912955E+00  -0.7942065E+00  -0.3208986E+00  -0.1925065E+01   0.1161273E+01  -0.1658997E+04   0.6263651E+04  -0.9905938E+04  -0.5831979E+04   0.1629050E+04
